,name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,core,hdmi,mcr,wifi,bluetooth,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity,pixel_width,pixel_height,usb3,usb2,type_c,processor_brand,processor_model,processor_gen,processor
632,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35990.0,asus,4833,4.3,Windows,Performance,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,0,1,1,1,1,0,0,0,0,,2.0,low,1920.0,1080.0,0,2,0,Intel,i3,11.0,Intel i3 11.0
633,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),94990.0,asus,91,4.4,Windows,Performance,medium,medium,1.0,medium,high,16:9,1,0,16,0,1024,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,4.0,high,2880.0,1620.0,0,1,0,Intel,i5,13.0,Intel i5 13.0
634,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),208990.0,dell,51,4.1,Windows,Gaming,slim,medium,1.0,small,high,16:9,1,0,16,0,1024,NVIDIA,24.0,16.0,10.0,1,0,1,1,1,1,1,0,0,0,,6.0,very_high,2560.0,1600.0,1,0,0,Intel,i7,13.0,Intel i7 13.0
635,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),36990.0,lenovo,106,4.6,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i3,12.0,Intel i3 12.0
636,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),74000.0,lenovo,90,4.4,Windows,Performance,medium,lite,3.0,small,medium,16:9,1,0,16,0,512,Integrated,8.0,8.0,4.0,1,0,1,1,1,1,1,0,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,11.0,Intel i5 11.0
637,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),31990.0,lenovo,214,4.15,Windows,Performance,medium,medium,1.0,medium,medium,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,AMD,3,7.0,AMD 3 7.0
638,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),51999.0,lenovo,81,4.6,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
639,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),49990.0,lenovo,108,4.65,Windows,Everyday Use,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
640,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36490.0,lenovo,111,4.3,Windows,Everyday Use,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i3,12.0,Intel i3 12.0
641,Acer Aspire 7 A715-76G NH.QMFSI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,acer,91,4.55,Windows,Performance,thick,heavy,1.0,medium,low,16:9,0,0,8,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,0,0,1,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,12.0,Intel i5 12.0
642,Lenovo IdeaPad 3 15ITL6 82H803HLIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),35990.0,lenovo,78,4.7,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,256,Integrated,6.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i3,11.0,Intel i3 11.0
643,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),61601.0,lenovo,106,4.15,Windows,Performance,medium,medium,1.0,medium,medium,16:9,1,0,16,0,512,Integrated,12.0,8.0,4.0,1,1,1,1,1,1,0,1,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i7,11.0,Intel i7 11.0
644,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),67990.0,dell,80,4.1,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,0,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,13.0,Intel i5 13.0
645,Lenovo ThinkBook 15 G3 ACL 21A4003KUS Laptop (AMD Ryzen 7 5700U/ 16GB/ 512 GB SSD/ Win11 Home),59990.0,lenovo,112,4.15,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,16,0,512,AMD,8.0,16.0,8.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1920.0,1080.0,0,2,0,AMD,7,5.0,AMD 7 5.0
646,Acer Aspire Lite AL15-51 UN.431SI.288 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),44990.0,acer,85,4.3,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,11.0,Intel i5 11.0
647,Gigabyte Aero 14 OLED BMF Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 6GB Graph),164990.0,gigabyte,96,4.0,Windows,Performance,medium,lite,2.0,small,high,16:10,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,0,0,0,,6.0,high,2880.0,1800.0,1,0,0,Intel,i7,13.0,Intel i7 13.0
648,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),304990.0,dell,71,4.35,Windows,Everyday Use,thick,heavy,1.0,medium,low,16:9,0,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,0,0,0,,6.0,very_high,1920.0,1080.0,0,0,1,Intel,i9,12.0,others
649,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36490.0,dell,94,4.1,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,1,1,1,0,1,0,0,0,0,,4.0,high,1920.0,1080.0,0,1,0,Intel,i3,11.0,Intel i3 11.0
650,HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),44090.0,hp,62,4.05,Windows,Performance,thick,medium,1.0,medium,low,16:9,1,0,8,0,1024,Integrated,10.0,8.0,6.0,1,1,1,1,0,1,0,0,0,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i3,12.0,Intel i3 12.0
651,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),41990.0,lenovo,90,4.65,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,1,1,0,1,0,0,,3.0,medium,1920.0,1080.0,2,0,0,AMD,5,7.0,AMD 5 7.0
652,LG Gram 16 2023 16Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),124199.0,lg,72,4.1,Windows,Performance,medium,lite,1.0,large,high,16:10,1,0,16,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,4.0,very_high,1600.0,2560.0,2,0,0,Intel,i7,13.0,Intel i7 13.0
653,Lenovo IdeaPad Gaming 3 82K101L7IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),59990.0,lenovo,77,4.45,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,8.0,8.0,4.0,1,0,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i5,11.0,Intel i5 11.0
654,Lenovo Ideapad Flex 5 82R700C0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),82990.0,lenovo,53,4.3,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,1,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,0,0,,4.0,medium,1920.0,1200.0,2,0,0,Intel,i7,12.0,Intel i7 12.0
655,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65990.0,lenovo,95,4.1,Windows,Business,medium,medium,1.0,medium,medium,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
656,Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),66990.0,infinix,135,4.35,Windows,Performance,medium,medium,1.0,medium,low,16:9,0,0,16,0,512,Integrated,24.0,20.0,14.0,1,0,1,1,1,1,0,1,0,0,,3.0,high,1920.0,1080.0,0,2,0,Intel,i7,13.0,Intel i7 13.0
657,MSI Thin GF63 11UCX-1476IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),53990.0,msi,91,4.3,Windows,Performance,medium,medium,2.0,medium,low,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
658,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),56600.0,hp,99,4.05,Windows,Everyday Use,medium,lite,1.0,medium,low,16:9,1,0,8,0,512,AMD,10.0,8.0,6.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1366.0,768.0,2,0,0,Intel,i3,12.0,Intel i3 12.0
659,LG Gram 14 2023 14Z90R Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),127000.0,lg,84,4.0,Windows,Performance,medium,lite,1.0,small,high,16:10,1,1,8,0,512,Integrated,12.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,4.0,high,1200.0,1920.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
660,Dell Latitude 5420 GD723XE42 Laptop (11th Gen Core i5/ 8GB/ 512B SSD/ Win10 Pro),80990.0,dell,104,4.15,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,1,1,1,1,0,1,0,0,0,0,,4.0,high,1920.0,1080.0,2,0,0,Intel,i5,11.0,Intel i5 11.0
661,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),52990.0,lenovo,66,4.2,Windows,Everyday Use,medium,lite,1.0,small,low,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
662,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),73889.0,lenovo,82,4.45,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,8.0,8.0,4.0,1,1,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i7,3.0,others
663,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),67999.0,hp,97,4.25,Windows,Gaming,thick,heavy,1.0,large,low,16:9,1,0,8,0,512,NVIDIA,12.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
664,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),173990.0,dell,64,4.3,Windows,Gaming,medium,heavy,1.0,large,low,16:9,1,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,6.0,very_high,2560.0,1600.0,3,0,0,Intel,i7,13.0,Intel i7 13.0
665,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),163790.0,dell,104,4.0,Windows,Gaming,medium,heavy,1.0,large,low,16:9,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,6.0,very_high,2560.0,1600.0,3,0,0,Intel,i7,13.0,Intel i7 13.0
666,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),29490.0,hp,107,4.75,Windows,Everyday Use,medium,lite,1.0,small,low,16:9,1,0,8,0,512,Integrated,4.0,4.0,4.0,1,1,1,1,0,1,0,0,1,0,,3.0,medium,1366.0,768.0,2,0,0,Intel,N6000,3.0,others
667,Lenovo IdeaPad 3 15ITL6 82H8038WIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38889.0,lenovo,105,4.35,Windows,Performance,medium,medium,2.0,medium,low,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,1,1,1,0,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i3,11.0,Intel i3 11.0
668,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990.0,acer,81,4.15,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,0,1,0,0,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i3,12.0,Intel i3 12.0
669,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),76490.0,dell,56,4.25,Windows,Everyday Use,medium,lite,1.0,small,high,16:10,1,1,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,0,0,,3.0,medium,1920.0,1200.0,0,1,0,Intel,i5,13.0,Intel i5 13.0
670,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),48990.0,infinix,125,4.55,Windows,Everyday Use,slim,lite,1.0,small,medium,16:9,0,0,16,0,512,Integrated,12.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,2.0,medium,1920.0,1080.0,2,0,0,Intel,i7,11.0,Intel i7 11.0
671,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),66499.0,dell,53,4.5,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
672,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),72450.0,dell,87,4.0,Windows,Everyday Use,medium,lite,1.0,small,low,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,0,0,0,0,,4.0,medium,1920.0,1080.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
673,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),81989.0,dell,81,4.35,Windows,Everyday Use,medium,lite,1.0,small,low,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,0,1,0,0,,4.0,medium,1920.0,1080.0,2,0,0,Intel,i7,13.0,Intel i7 13.0
674,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),76990.0,hp,176,4.5,Windows,Performance,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,16.0,16.0,8.0,1,1,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,3,0,0,AMD,7,5.0,AMD 7 5.0
675,Asus Eeebook 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),26990.0,asus,517,4.15,Windows,Performance,thick,medium,1.0,medium,low,16:9,1,0,8,0,256,Integrated,4.0,2.0,2.0,1,0,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,N4020,3.0,Intel N4020 3.0
676,Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990.0,dell,90,4.35,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,0,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,13.0,Intel i5 13.0
677,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),47990.0,hp,76,4.65,Others,Business,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,AMD,16.0,16.0,8.0,1,0,1,1,1,1,0,1,1,0,,3.0,low,1920.0,1080.0,3,0,0,AMD,7,5.0,AMD 7 5.0
678,MSI Creator Z17 HX Studio A13V Laptop,247999.0,msi,84,4.45,Windows,Performance,medium,heavy,3.0,large,high,16:9,1,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,1,1,1,1,1,1,1,1,0,,3.0,very_high,2560.0,1600.0,1,0,0,Intel,i9,13.0,Intel i9 13.0
679,Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),93990.0,dell,100,4.05,Windows,Everyday Use,medium,heavy,1.0,large,medium,16:10,1,1,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,1,0,0,,6.0,very_high,1920.0,1200.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
680,Dell Vostro 3510 D585049WIN8 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),43750.0,dell,68,4.2,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,1,0,8,1024,256,Integrated,6.0,4.0,2.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i3,11.0,Intel i3 11.0
681,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,hp,329,4.25,Windows,Performance,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,AMD,16.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,3,0,0,AMD,5,5.0,AMD 5 5.0
682,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),68990.0,hp,102,4.15,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,2,0,0,Intel,1255U,12.0,others
683,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),35418.0,lenovo,61,4.6,Others,Everyday Use,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,i3,12.0,Intel i3 12.0
684,MSI Katana 15 B12UDXK-1018IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),89990.0,msi,77,4.2,Windows,Performance,thick,heavy,2.0,medium,low,16:9,1,0,16,0,1024,NVIDIA,24.0,16.0,10.0,1,0,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,0,1,0,Intel,i7,12.0,Intel i7 12.0
685,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),79990.0,msi,58,4.2,Windows,Performance,thick,heavy,2.0,medium,low,16:9,1,0,16,0,1024,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
686,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),85990.0,msi,116,4.05,Windows,Performance,thick,heavy,2.0,medium,low,16:9,1,0,8,0,512,NVIDIA,24.0,16.0,10.0,1,0,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,0,1,0,Intel,i7,12.0,Intel i7 12.0
687,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),28990.0,hp,119,4.35,Windows,Performance,medium,medium,1.0,medium,low,16:9,0,0,8,0,512,Integrated,4.0,2.0,2.0,1,1,1,1,0,1,0,0,0,0,,3.0,low,1366.0,768.0,2,0,0,Intel,N4500,3.0,Intel N4500 3.0
688,Acer Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,acer,278,4.3,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,12.0,Intel i5 12.0
689,Acer One 14 Z2-493 Business Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),28990.0,acer,101,4.0,Windows,Everyday Use,medium,medium,1.0,small,low,16:9,0,0,8,0,512,AMD,4.0,8.0,4.0,1,0,1,1,0,1,0,0,1,0,,3.0,medium,1366.0,768.0,2,0,0,AMD,5,3.0,others
690,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),24990.0,acer,231,3.85,Windows,Everyday Use,medium,lite,1.0,small,low,16:9,0,0,8,0,512,AMD,4.0,4.0,2.0,1,0,1,1,0,1,0,0,1,0,,3.0,low,1366.0,768.0,2,0,0,AMD,3,3.0,others
691,Acer Swift Edge 16 2023 Laptop (AMD Ryzen 7040 Series/ 16GB/ 1TB SSD/ Win11 Home),107399.0,acer,79,4.75,Windows,Performance,slim,lite,1.0,large,very_high,16:10,1,0,16,0,1024,AMD,12.0,16.0,8.0,1,0,1,1,1,1,0,0,0,0,,4.0,high,3840.0,2400.0,2,0,0,AMD,7040,7.0,others
692,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),149490.0,dell,109,4.05,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,6.0,very_high,1920.0,1080.0,3,0,0,Intel,i7,13.0,Intel i7 13.0
693,Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),115490.0,dell,73,4.1,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,3.0,high,1920.0,1080.0,3,0,0,Intel,i7,13.0,Intel i7 13.0
694,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),117990.0,dell,107,4.65,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,3,0,0,Intel,i7,13.0,Intel i7 13.0
695,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),88480.0,dell,70,4.3,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,NVIDIA,20.0,16.0,10.0,1,0,1,1,1,1,0,0,1,0,,3.0,high,1920.0,1080.0,3,0,0,Intel,i5,13.0,Intel i5 13.0
696,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62990.0,acer,104,4.7,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,1,1,0,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
697,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58990.0,acer,65,4.25,Windows,Performance,thick,medium,1.0,medium,low,16:9,0,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,0,0,0,0,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
698,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),49990.0,acer,59,4.35,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,0,16,0,512,Integrated,12.0,8.0,6.0,1,0,1,1,1,1,1,1,0,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i3,13.0,Intel i3 13.0
699,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),110000.0,asus,109,4.05,Windows,Gaming,medium,heavy,1.0,medium,low,16:9,1,0,16,0,1024,NVIDIA,16.0,16.0,8.0,1,1,1,1,1,1,1,0,1,0,,4.0,very_high,2560.0,1440.0,2,0,0,AMD,7,6.0,AMD 7 6.0
700,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),129990.0,asus,81,4.05,Windows,Performance,medium,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,0,1,0,,4.0,very_high,1920.0,1080.0,2,0,0,Intel,i7,13.0,Intel i7 13.0
